House # ,Waste,Organic,Recycle
P-7349,,,
P-7350,,,
P-7351,,,
P-7352,,,
P-7353,,,
P-7354,,,
P-7355,,,
P-7356,,,
P-7357,,,
P-7358,,,
P-7359,,,
P-7360,,,
P-7361,,,
P-7362,,,
P-7363,,,
P-7364,,,
P-7365,,,
P-7366,,,
P-7367,,,
P-7368,,,
P-7369,,,
P-7370,,,
P-7371,,,
P-7372,,,
P-7373,,,
P-7374,,,
P-7375,,,
P-7376,,,
P-7377,,,
P-7400,,,
P-7401,,,
P-7402,,,
P-7403,,,
P-7404,,,
P-7405,Sun,Sun,Sat
P-7406,Sun,Sun,Sat
P-7407,,,
P-7408,,,
P-7409,,,
P-7410,,,
P-7411,,,
P-7412,,,
P-7413,,,
P-7414,,,
P-7415,,,
P-7416,,,
P-7417,,,
P-7418,,,
P-7419,,,
P-7420,,,
P-7421,,,
P-7422,,,
P-7423,,,
P-7424,,,
P-7425,,,
P-7426,,,
P-7427,,,
P-7428,,,
P-7429,,,
P-7430,,,
P-7431,,,
P-7432,,,
P-7433,,,
P-7434,,,
P-7435,,,
P-7436,,,
P-7437,,,
P-7438,,,
P-7439,,,
P-7440,,,
P-7441,,,
P-7442,,,
P-7443,,,
P-7444,,,
P-7445,Sun,Sun,Sat
P-7446,,,
P-7447,,,
P-7448,,,
P-7449,,,
P-7450,,,
P-7451,,,
P-7452,,,
P-7453,,,
P-7454,,,
P-7455,,,
P-7456,,,
P-7457,,,
P-7458,,,
P-7459,,,
P-7460,,,
P-7461,,,
P-7462,,,
P-7463,Sun,Sun,Sat
